nr. sessions,total km,km Z3-4,km Z5-T1-T2,km sprinting,strength training,hours alternative,perceived exertion,perceived trainingSuccess,perceived recovery,nr. sessions.1,total km.1,km Z3-4.1,km Z5-T1-T2.1,km sprinting.1,strength training.1,hours alternative.1,perceived exertion.1,perceived trainingSuccess.1,perceived recovery.1,nr. sessions.2,total km.2,km Z3-4.2,km Z5-T1-T2.2,km sprinting.2,strength training.2,hours alternative.2,perceived exertion.2,perceived trainingSuccess.2,perceived recovery.2,nr. sessions.3,total km.3,km Z3-4.3,km Z5-T1-T2.3,km sprinting.3,strength training.3,hours alternative.3,perceived exertion.3,perceived trainingSuccess.3,perceived recovery.3,nr. sessions.4,total km.4,km Z3-4.4,km Z5-T1-T2.4,km sprinting.4,strength training.4,hours alternative.4,perceived exertion.4,perceived trainingSuccess.4,perceived recovery.4,nr. sessions.5,total km.5,km Z3-4.5,km Z5-T1-T2.5,km sprinting.5,strength training.5,hours alternative.5,perceived exertion.5,perceived trainingSuccess.5,perceived recovery.5,nr. sessions.6,total km.6,km Z3-4.6,km Z5-T1-T2.6,km sprinting.6,strength training.6,hours alternative.6,perceived exertion.6,perceived trainingSuccess.6,perceived recovery.6,Athlete ID,injury,Date
1,6.5,0,1.5,0,0,0,0.12,0,0.17,1,0,0,0,0,0,1.17,0.11,0,0.17,1,8.9,4.4,0,0,0,0,0.12,0,0.17,1,0,0,0,0,0,1.08,0.1,0,0.17,1,5.2,0,0.5,0.7,0,0,0.1,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.11,0,0.17,0,0,66
1,0,0,0,0,0,1.17,0.11,0,0.17,1,8.9,4.4,0,0,0,0,0.12,0,0.17,1,0,0,0,0,0,1.08,0.1,0,0.17,1,5.2,0,0.5,0.7,0,0,0.1,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.11,0,0.17,1,6.7,0,0,1.2,0,0,0.11,0,0.17,0,0,67
1,8.9,4.4,0,0,0,0,0.12,0,0.17,1,0,0,0,0,0,1.08,0.1,0,0.17,1,5.2,0,0.5,0.7,0,0,0.1,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.11,0,0.17,1,6.7,0,0,1.2,0,0,0.11,0,0.17,1,0,0,0,0,0,0.83,0.09,0,0.17,0,0,68
1,0,0,0,0,0,1.08,0.1,0,0.17,1,5.2,0,0.5,0.7,0,0,0.1,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.11,0,0.17,1,6.7,0,0,1.2,0,0,0.11,0,0.17,1,0,0,0,0,0,0.83,0.09,0,0.17,1,2.4,2.4,0,0,0,0,0.12,0,0.18,0,0,69
1,5.2,0,0.5,0.7,0,0,0.1,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.11,0,0.17,1,6.7,0,0,1.2,0,0,0.11,0,0.17,1,0,0,0,0,0,0.83,0.09,0,0.17,1,2.4,2.4,0,0,0,0,0.12,0,0.18,1,0,0,0,0,0,1.17,0.1,0,0.17,0,0,70
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.11,0,0.17,1,6.7,0,0,1.2,0,0,0.11,0,0.17,1,0,0,0,0,0,0.83,0.09,0,0.17,1,2.4,2.4,0,0,0,0,0.12,0,0.18,1,0,0,0,0,0,1.17,0.1,0,0.17,1,5.4,0,0,1.4,0,0,0.12,0,0.19,0,0,71
1,0,0,0,0,1,0,0.11,0,0.17,1,6.7,0,0,1.2,0,0,0.11,0,0.17,1,0,0,0,0,0,0.83,0.09,0,0.17,1,2.4,2.4,0,0,0,0,0.12,0,0.18,1,0,0,0,0,0,1.17,0.1,0,0.17,1,5.4,0,0,1.4,0,0,0.12,0,0.19,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,72
1,6.7,0,0,1.2,0,0,0.11,0,0.17,1,0,0,0,0,0,0.83,0.09,0,0.17,1,2.4,2.4,0,0,0,0,0.12,0,0.18,1,0,0,0,0,0,1.17,0.1,0,0.17,1,5.4,0,0,1.4,0,0,0.12,0,0.19,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,0,0,73
1,0,0,0,0,0,0.83,0.09,0,0.17,1,2.4,2.4,0,0,0,0,0.12,0,0.18,1,0,0,0,0,0,1.17,0.1,0,0.17,1,5.4,0,0,1.4,0,0,0.12,0,0.19,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,1,7.4,3.4,0,0,0,0,0.1,0,0.17,0,0,74
1,2.4,2.4,0,0,0,0,0.12,0,0.18,1,0,0,0,0,0,1.17,0.1,0,0.17,1,5.4,0,0,1.4,0,0,0.12,0,0.19,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,1,7.4,3.4,0,0,0,0,0.1,0,0.17,1,0,0,0,0,0,1.17,0.09,0,0.16,0,0,75
1,0,0,0,0,0,1.17,0.1,0,0.17,1,5.4,0,0,1.4,0,0,0.12,0,0.19,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,1,7.4,3.4,0,0,0,0,0.1,0,0.17,1,0,0,0,0,0,1.17,0.09,0,0.16,1,4,0,0,0,0,0,0.1,0,0.18,0,0,76
1,5.4,0,0,1.4,0,0,0.12,0,0.19,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,1,7.4,3.4,0,0,0,0,0.1,0,0.17,1,0,0,0,0,0,1.17,0.09,0,0.16,1,4,0,0,0,0,0,0.1,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,77
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,1,7.4,3.4,0,0,0,0,0.1,0,0.17,1,0,0,0,0,0,1.17,0.09,0,0.16,1,4,0,0,0,0,0,0.1,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.1,0,1.1,0,0,0,0.1,0,0.16,0,0,78
1,0,0,0,0,1,0,0.1,0,0.17,1,7.4,3.4,0,0,0,0,0.1,0,0.17,1,0,0,0,0,0,1.17,0.09,0,0.16,1,4,0,0,0,0,0,0.1,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.1,0,1.1,0,0,0,0.1,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,79
1,7.4,3.4,0,0,0,0,0.1,0,0.17,1,0,0,0,0,0,1.17,0.09,0,0.16,1,4,0,0,0,0,0,0.1,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.1,0,1.1,0,0,0,0.1,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.18,0,0,80
1,0,0,0,0,0,1.17,0.09,0,0.16,1,4,0,0,0,0,0,0.1,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.1,0,1.1,0,0,0,0.1,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.18,1,4.7,0,0,0.7,0,0,0.1,0,0.18,0,0,81
1,4,0,0,0,0,0,0.1,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.1,0,1.1,0,0,0,0.1,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.18,1,4.7,0,0,0.7,0,0,0.1,0,0.18,1,0,0,0,0,0,1,0.09,0,0.17,0,0,82
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.1,0,1.1,0,0,0,0.1,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.18,1,4.7,0,0,0.7,0,0,0.1,0,0.18,1,0,0,0,0,0,1,0.09,0,0.17,1,6.7,0,2.7,0,0,0,0.11,0,0.18,0,0,83
1,5.1,0,1.1,0,0,0,0.1,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.18,1,4.7,0,0,0.7,0,0,0.1,0,0.18,1,0,0,0,0,0,1,0.09,0,0.17,1,6.7,0,2.7,0,0,0,0.11,0,0.18,1,0,0,0,0,0,1.25,0.1,0,0.17,0,0,84
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.18,1,4.7,0,0,0.7,0,0,0.1,0,0.18,1,0,0,0,0,0,1,0.09,0,0.17,1,6.7,0,2.7,0,0,0,0.11,0,0.18,1,0,0,0,0,0,1.25,0.1,0,0.17,1,4.7,0,0,0.7,0,0,0.12,0,0.16,0,0,85
1,0,0,0,0,1,0,0.1,0,0.18,1,4.7,0,0,0.7,0,0,0.1,0,0.18,1,0,0,0,0,0,1,0.09,0,0.17,1,6.7,0,2.7,0,0,0,0.11,0,0.18,1,0,0,0,0,0,1.25,0.1,0,0.17,1,4.7,0,0,0.7,0,0,0.12,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,86
1,4.7,0,0,0.7,0,0,0.1,0,0.18,1,0,0,0,0,0,1,0.09,0,0.17,1,6.7,0,2.7,0,0,0,0.11,0,0.18,1,0,0,0,0,0,1.25,0.1,0,0.17,1,4.7,0,0,0.7,0,0,0.12,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,0,0,87
1,0,0,0,0,0,1,0.09,0,0.17,1,6.7,0,2.7,0,0,0,0.11,0,0.18,1,0,0,0,0,0,1.25,0.1,0,0.17,1,4.7,0,0,0.7,0,0,0.12,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,88
1,6.7,0,2.7,0,0,0,0.11,0,0.18,1,0,0,0,0,0,1.25,0.1,0,0.17,1,4.7,0,0,0.7,0,0,0.12,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6,0,0,0,0,0,0.09,0,0.16,0,0,89
1,0,0,0,0,0,1.25,0.1,0,0.17,1,4.7,0,0,0.7,0,0,0.12,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6,0,0,0,0,0,0.09,0,0.16,2,8,0,0,0,0,0,0.1,0,0.18,0,0,90
1,4.7,0,0,0.7,0,0,0.12,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6,0,0,0,0,0,0.09,0,0.16,2,8,0,0,0,0,0,0.1,0,0.18,2,4.5,0,0,0.5,1,0,0.1,0,0.16,0,0,91
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6,0,0,0,0,0,0.09,0,0.16,2,8,0,0,0,0,0,0.1,0,0.18,2,4.5,0,0,0.5,1,0,0.1,0,0.16,1,4,0,0,0,0,0,0.1,0,0.17,0,0,92
1,0,0,0,0,1,0,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6,0,0,0,0,0,0.09,0,0.16,2,8,0,0,0,0,0,0.1,0,0.18,2,4.5,0,0,0.5,1,0,0.1,0,0.16,1,4,0,0,0,0,0,0.1,0,0.17,1,6.5,0,2,0,0,0,0.11,0,0.18,0,0,93
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6,0,0,0,0,0,0.09,0,0.16,2,8,0,0,0,0,0,0.1,0,0.18,2,4.5,0,0,0.5,1,0,0.1,0,0.16,1,4,0,0,0,0,0,0.1,0,0.17,1,6.5,0,2,0,0,0,0.11,0,0.18,2,0,0,0,0,1,0.5,0.1,0,0.18,0,0,94
1,6,0,0,0,0,0,0.09,0,0.16,2,8,0,0,0,0,0,0.1,0,0.18,2,4.5,0,0,0.5,1,0,0.1,0,0.16,1,4,0,0,0,0,0,0.1,0,0.17,1,6.5,0,2,0,0,0,0.11,0,0.18,2,0,0,0,0,1,0.5,0.1,0,0.18,1,6.1,0,1.6,0,0,0,0.12,0,0.17,0,0,95
2,8,0,0,0,0,0,0.1,0,0.18,2,4.5,0,0,0.5,1,0,0.1,0,0.16,1,4,0,0,0,0,0,0.1,0,0.17,1,6.5,0,2,0,0,0,0.11,0,0.18,2,0,0,0,0,1,0.5,0.1,0,0.18,1,6.1,0,1.6,0,0,0,0.12,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,96
2,4.5,0,0,0.5,1,0,0.1,0,0.16,1,4,0,0,0,0,0,0.1,0,0.17,1,6.5,0,2,0,0,0,0.11,0,0.18,2,0,0,0,0,1,0.5,0.1,0,0.18,1,6.1,0,1.6,0,0,0,0.12,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6.9,0,2.4,0,0,0,0.12,0,0.17,0,0,97
1,4,0,0,0,0,0,0.1,0,0.17,1,6.5,0,2,0,0,0,0.11,0,0.18,2,0,0,0,0,1,0.5,0.1,0,0.18,1,6.1,0,1.6,0,0,0,0.12,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6.9,0,2.4,0,0,0,0.12,0,0.17,2,3,0,0,0,1,0.5,0.09,0,0.16,0,0,98
1,6.5,0,2,0,0,0,0.11,0,0.18,2,0,0,0,0,1,0.5,0.1,0,0.18,1,6.1,0,1.6,0,0,0,0.12,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6.9,0,2.4,0,0,0,0.12,0,0.17,2,3,0,0,0,1,0.5,0.09,0,0.16,2,4.3,0,0,0.3,0,0.58,0.1,0,0.17,0,0,99
2,0,0,0,0,1,0.5,0.1,0,0.18,1,6.1,0,1.6,0,0,0,0.12,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6.9,0,2.4,0,0,0,0.12,0,0.17,2,3,0,0,0,1,0.5,0.09,0,0.16,2,4.3,0,0,0.3,0,0.58,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,100
1,6.1,0,1.6,0,0,0,0.12,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6.9,0,2.4,0,0,0,0.12,0,0.17,2,3,0,0,0,1,0.5,0.09,0,0.16,2,4.3,0,0,0.3,0,0.58,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.6,0,1.6,0,0,0,0.11,0,0.17,0,0,101
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6.9,0,2.4,0,0,0,0.12,0,0.17,2,3,0,0,0,1,0.5,0.09,0,0.16,2,4.3,0,0,0.3,0,0.58,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.6,0,1.6,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,102
1,6.9,0,2.4,0,0,0,0.12,0,0.17,2,3,0,0,0,1,0.5,0.09,0,0.16,2,4.3,0,0,0.3,0,0.58,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.6,0,1.6,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,103
2,3,0,0,0,1,0.5,0.09,0,0.16,2,4.3,0,0,0.3,0,0.58,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.6,0,1.6,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,104
2,4.3,0,0,0.3,0,0.58,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.6,0,1.6,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,105
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.6,0,1.6,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,106
1,4.6,0,1.6,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,2.5,0,0,0,0,0,0.06,0,0.16,0,0,107
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,2.5,0,0,0,0,0,0.06,0,0.16,1,0,0,0,0,1,0,0.1,0,0.18,0,0,108
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,2.5,0,0,0,0,0,0.06,0,0.16,1,0,0,0,0,1,0,0.1,0,0.18,1,4.3,0,0,0.3,0,0,0.09,0,0.18,0,0,109
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,2.5,0,0,0,0,0,0.06,0,0.16,1,0,0,0,0,1,0,0.1,0,0.18,1,4.3,0,0,0.3,0,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,110
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,2.5,0,0,0,0,0,0.06,0,0.16,1,0,0,0,0,1,0,0.1,0,0.18,1,4.3,0,0,0.3,0,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.17,0,0,111
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,2.5,0,0,0,0,0,0.06,0,0.16,1,0,0,0,0,1,0,0.1,0,0.18,1,4.3,0,0,0.3,0,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,112
1,2.5,0,0,0,0,0,0.06,0,0.16,1,0,0,0,0,1,0,0.1,0,0.18,1,4.3,0,0,0.3,0,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4,0,0.5,0,0,0,0.11,0,0.18,0,0,113
1,0,0,0,0,1,0,0.1,0,0.18,1,4.3,0,0,0.3,0,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4,0,0.5,0,0,0,0.11,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,114
1,4.3,0,0,0.3,0,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4,0,0.5,0,0,0,0.11,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.16,0,0,115
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4,0,0.5,0,0,0,0.11,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.16,1,4.5,0,0.5,0,0,0,0.11,0,0.17,0,0,116
1,4.4,0,0.4,0,0,0,0.11,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4,0,0.5,0,0,0,0.11,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.16,1,4.5,0,0.5,0,0,0,0.11,0,0.17,1,0,0,0,0,0,1.08,0.1,0,0.17,0,0,117
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4,0,0.5,0,0,0,0.11,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.16,1,4.5,0,0.5,0,0,0,0.11,0,0.17,1,0,0,0,0,0,1.08,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,118
1,4,0,0.5,0,0,0,0.11,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.16,1,4.5,0,0.5,0,0,0,0.11,0,0.17,1,0,0,0,0,0,1.08,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.6,0,0.6,0,0,0,0.11,0,0.18,0,0,119
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.1,0,0.16,1,4.5,0,0.5,0,0,0,0.11,0,0.17,1,0,0,0,0,0,1.08,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.6,0,0.6,0,0,0,0.11,0,0.18,1,8,6,0,0,0,0,0.09,0,0.16,0,0,120
1,0,0,0,0,1,0,0.1,0,0.16,1,4.5,0,0.5,0,0,0,0.11,0,0.17,1,0,0,0,0,0,1.08,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.6,0,0.6,0,0,0,0.11,0,0.18,1,8,6,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,121
1,4.5,0,0.5,0,0,0,0.11,0,0.17,1,0,0,0,0,0,1.08,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.6,0,0.6,0,0,0,0.11,0,0.18,1,8,6,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.09,0,0.18,0,0,122
1,0,0,0,0,0,1.08,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.6,0,0.6,0,0,0,0.11,0,0.18,1,8,6,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,123
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.6,0,0.6,0,0,0,0.11,0,0.18,1,8,6,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.8,0,0.8,0,0,0,0.12,0,0.18,0,0,124
1,5.6,0,0.6,0,0,0,0.11,0,0.18,1,8,6,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.8,0,0.8,0,0,0,0.12,0,0.18,1,6,0,0,0,0,0,0.09,0,0.16,0,0,125
1,8,6,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.8,0,0.8,0,0,0,0.12,0,0.18,1,6,0,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,126
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,0,0,0,0,1,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.8,0,0.8,0,0,0,0.12,0,0.18,1,6,0,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.18,0,0,127
1,0,0,0,0,1,0,0.09,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.8,0,0.8,0,0,0,0.12,0,0.18,1,6,0,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.18,1,6.2,0,2.2,0,0,0,0.13,0,0.15,0,0,128
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.8,0,0.8,0,0,0,0.12,0,0.18,1,6,0,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.18,1,6.2,0,2.2,0,0,0,0.13,0,0.15,1,0,0,0,0,1,0,0.11,0,0.16,0,0,129
1,4.8,0,0.8,0,0,0,0.12,0,0.18,1,6,0,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.18,1,6.2,0,2.2,0,0,0,0.13,0,0.15,1,0,0,0,0,1,0,0.11,0,0.16,1,7.2,0,3.2,0,0,0,0.1,0,0.17,0,0,130
1,6,0,0,0,0,0,0.09,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.18,1,6.2,0,2.2,0,0,0,0.13,0,0.15,1,0,0,0,0,1,0,0.11,0,0.16,1,7.2,0,3.2,0,0,0,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,131
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,4.4,0,0.4,0,0,0,0.11,0,0.18,1,6.2,0,2.2,0,0,0,0.13,0,0.15,1,0,0,0,0,1,0,0.11,0,0.16,1,7.2,0,3.2,0,0,0,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.8,0,1.8,0,0,0,0.11,0,0.17,0,0,132
1,4.4,0,0.4,0,0,0,0.11,0,0.18,1,6.2,0,2.2,0,0,0,0.13,0,0.15,1,0,0,0,0,1,0,0.11,0,0.16,1,7.2,0,3.2,0,0,0,0.1,0,0.17,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5.8,0,1.8,0,0,0,0.11,0,0.17,1,0,0,0,0,0,1.08,0.09,0,0.16,0,0,133
